Metric,Spearman_rho,p_value,Pearson_r,Pearson_p_value,n_genes
consensus_slope,-0.14111484239393438,2.684624358404504e-6,-0.13578397998650168,6.205309694073462e-6,1100
Mean_Str,0.0986253317380299,1.3501913525273846e-5,0.08490193365874617,1.8119055152166874e-4,1940
LB_str,0.08825671770380149,9.925862048813199e-5,0.0841340500950163,2.0733198316361763e-4,1940
M9_str,0.08455410531365745,1.9262287202049847e-4,0.06437789194621771,0.004558709230755967,1940
global_mean_ln,0.015938916253048743,0.5973987378143777,0.01128799869863418,0.7084290003336562,1100
Diff_Promoter,0.002784777235820378,0.9024413583236945,0.0020760001233678495,0.9271910621990899,1940
