assay,cutoff,gene_filter,fc_mode,dataset,group,m_pairs,frac_raw,frac_bonf
proteomics,rel50_abs0.25,all,filtered,Goelzer_2015,oriC,8,0.125,0
proteomics,rel50_abs0.25,all,filtered,Goelzer_2015,ter,8,0.625,0.5
proteomics,rel50_abs0.25,all,filtered,li_2014_all,oriC,2,1,1
proteomics,rel50_abs0.25,all,filtered,li_2014_all,ter,2,1,1
proteomics,rel50_abs0.25,all,filtered,peebo_2015,oriC,97,0.44329896907216493,0.17525773195876287
proteomics,rel50_abs0.25,all,filtered,peebo_2015,ter,97,0.845360824742268,0.4536082474226804
proteomics,rel50_abs0.25,all,filtered,schmidt_2016,oriC,75,0.5066666666666667,0.18666666666666668
proteomics,rel50_abs0.25,all,filtered,schmidt_2016,ter,75,0.68,0.48
proteomics,rel50_abs0.25,all,filtered,valgepea_2013_prot,oriC,3,0.3333333333333333,0.3333333333333333
proteomics,rel50_abs0.25,all,filtered,valgepea_2013_prot,ter,3,0.3333333333333333,0.3333333333333333
proteomics,rel50_abs0.25,all,filtered,zhu_B_subtilis,oriC,29,0.6551724137931034,0.41379310344827586
proteomics,rel50_abs0.25,all,filtered,zhu_B_subtilis,ter,29,0.5517241379310345,0.3793103448275862
proteomics,rel50_abs0.25,all,filtered,zhu_E_coli,oriC,33,0.5454545454545454,0.3939393939393939
proteomics,rel50_abs0.25,all,filtered,zhu_E_coli,ter,33,0.8484848484848485,0.5454545454545454
proteomics,rel50_abs0.25,all,filtered,zhu_V_natriegens,oriC,36,0.3055555555555556,0.1388888888888889
proteomics,rel50_abs0.25,all,filtered,zhu_V_natriegens,ter,36,0.3333333333333333,0.05555555555555555
