assay,dataset,n_genes,term,estimate,se,p,p_wald_diff,R2_Pearson_Full,vif,pearson_r,pearson_p
Consensus,E. coli Consensus,1700,scale_slope,-0.21929439200165016,0.026516172666107098,1.33720062999626e-16,1.2882941583356607e-5,0.03944551268585847,1.0031181780221323,0.05575379100888632,0.021511467029681805
Consensus,E. coli Consensus,1700,scale_mean,-0.051998738031285886,0.02635306549887855,0.048477667580172155,1.2882941583356607e-5,0.03944551268585847,1.0031181780221323,0.05575379100888632,0.021511467029681805
Consensus,B. subtilis Consensus,951,scale_slope,-0.06754601919721215,0.03927550450254926,0.08546877228552412,0.9839703309661371,0.0066668949868038735,1.2265817659985128,0.4297978380070155,4.914104135980897e-44
Consensus,B. subtilis Consensus,951,scale_mean,-0.06887971235426435,0.03927211972133642,0.07944615302065663,0.9839703309661371,0.0066668949868038735,1.2265817659985128,0.4297978380070155,4.914104135980897e-44
Consensus,V. natriegens,1443,scale_slope,0.002663173094079701,0.027945668519281958,0.924077938621058,3.0248884512114717e-6,0.0305211039405802,1.0079896818461362,-0.08903006688188052,7.098007612158475e-4
Consensus,V. natriegens,1443,scale_mean,-0.17377049387516458,0.02804824606582641,5.813205929154798e-10,3.0248884512114717e-6,0.0305211039405802,1.0079896818461362,-0.08903006688188052,7.098007612158475e-4
