assay,cutoff,gene_filter,fc_mode,dataset,group,m_pairs,frac_raw,frac_bonf
proteomics,rel20_abs0.1,high,unfiltered,Goelzer_2015,oriC,10,0.6,0
proteomics,rel20_abs0.1,high,unfiltered,Goelzer_2015,ter,10,0.4,0.2
proteomics,rel20_abs0.1,high,unfiltered,li_2014_all,oriC,3,0.3333333333333333,0
proteomics,rel20_abs0.1,high,unfiltered,li_2014_all,ter,3,1,1
proteomics,rel20_abs0.1,high,unfiltered,peebo_2015,oriC,184,0.7663043478260869,0.1956521739130435
proteomics,rel20_abs0.1,high,unfiltered,peebo_2015,ter,184,0.7608695652173914,0.5108695652173914
proteomics,rel20_abs0.1,high,unfiltered,schmidt_2016,oriC,136,0.5882352941176471,0.27205882352941174
proteomics,rel20_abs0.1,high,unfiltered,schmidt_2016,ter,136,0.4338235294117647,0.27941176470588236
proteomics,rel20_abs0.1,high,unfiltered,valgepea_2013_prot,oriC,6,0.5,0.16666666666666666
proteomics,rel20_abs0.1,high,unfiltered,valgepea_2013_prot,ter,6,0.5,0.5
proteomics,rel20_abs0.1,high,unfiltered,zhu_B_subtilis,oriC,41,0.6341463414634146,0.3902439024390244
proteomics,rel20_abs0.1,high,unfiltered,zhu_B_subtilis,ter,41,0.7560975609756098,0.6341463414634146
proteomics,rel20_abs0.1,high,unfiltered,zhu_E_coli,oriC,46,0.5,0.13043478260869565
proteomics,rel20_abs0.1,high,unfiltered,zhu_E_coli,ter,46,0.6739130434782609,0.5217391304347826
proteomics,rel20_abs0.1,high,unfiltered,zhu_V_natriegens,oriC,50,0.48,0.22
proteomics,rel20_abs0.1,high,unfiltered,zhu_V_natriegens,ter,50,0.52,0.16
