Metric,Spearman_rho,p_value,Pearson_r,Pearson_p_value,n_genes
consensus_slope,-0.19272151264534323,1.0967157141333726e-15,-0.1930804699953521,9.688890305567215e-16,1700
M9_str,0.05743508263993205,0.0021633260813332675,0.03551951400441629,0.05800546680888941,2849
Mean_Str,0.05623746009046218,0.002675158738705535,0.038219505826672925,0.04136473923320021,2849
global_mean_ln,-0.04514865881390596,0.06272911164584159,-0.05755762086359799,0.017625946491458617,1700
LB_str,0.0437973856217043,0.019396265070017158,0.03191837218805889,0.08850031458655565,2849
Diff_Promoter,-0.00799526950351967,0.6696887337493405,-0.0090131205037357,0.6305995208775393,2849
