dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
B. subtilis Consensus,12,37,951,-0.06996178431472758,-0.0814451036354788,0.011483319320751223
B. subtilis Consensus,12,38,951,-0.0709221965513905,-0.0839442542594487,0.013022057708058199
B. subtilis Consensus,12,39,951,-0.046213629012281765,-0.0889092443327645,0.04269561532048273
B. subtilis Consensus,12,40,951,-0.05325938651892937,-0.06736675748350274,0.014107370964573367
B. subtilis Consensus,12,41,951,-0.07890606569362169,-0.0860011488692728,0.007095083175651121
B. subtilis Consensus,12,42,951,-0.05325938651892937,-0.06736675748350274,0.014107370964573367
B. subtilis Consensus,12,43,951,-0.07400267713599937,-0.07235317108901664,-0.0016495060469827322
B. subtilis Consensus,12,44,951,-0.08210038725598297,-0.09649540907430718,0.014395021818324208
B. subtilis Consensus,12,45,951,-0.041165303691528966,-0.07694895054238768,0.03578364685085871
B. subtilis Consensus,12,46,951,-0.08002390751977355,-0.07567080927096087,-0.0043530982488126785
B. subtilis Consensus,12,47,951,-0.016679040108960614,-0.11120325353630468,0.09452421342734407
B. subtilis Consensus,12,48,951,-0.11514252102659982,-0.10344805094190576,-0.011694470084694056
B. subtilis Consensus,12,49,951,-0.0531586259915259,-0.05480581049184478,0.0016471845003188795
B. subtilis Consensus,12,50,951,-0.07623745215280309,-0.0842113573458642,0.007973905193061112
B. subtilis Consensus,12,51,951,-0.08287577481510078,-0.04665181439373153,-0.036223960421369245
B. subtilis Consensus,12,52,951,-0.03605895643996244,-0.09302068037083151,0.056961723930869075
B. subtilis Consensus,12,53,951,-0.07149894873382996,-0.0781706045083135,0.006671655774483531
B. subtilis Consensus,12,54,951,-0.0471118676309958,-0.07668062362785769,0.029568755996861887
B. subtilis Consensus,12,55,951,-0.06505621068153714,-0.08405460406445629,0.018998393382919157
B. subtilis Consensus,12,56,951,7.198724695843367e-4,-0.12228354399988363,0.12300341646946797
B. subtilis Consensus,12,57,951,-0.01407525354393714,-0.1102946012927054,0.09621934774876825
B. subtilis Consensus,12,58,951,-0.055138185631034786,-0.06478491918654478,0.00964673355550999
B. subtilis Consensus,12,59,951,-0.0615580980130396,-0.06420460837879151,0.0026465103657519057
B. subtilis Consensus,12,60,951,-0.05530803712609695,-0.053910674083411436,-0.0013973630426855135
B. subtilis Consensus,12,61,951,0.02995531829785765,-0.14360749516548874,0.1735628134633464
B. subtilis Consensus,12,62,951,-0.05341748207362327,-0.1014912727403293,0.048073790666706036
B. subtilis Consensus,12,63,951,-0.028594140584251918,-0.10371141182590848,0.07511727124165657
B. subtilis Consensus,12,64,951,-0.07608534363904042,-0.07566057694248685,-4.247666965535718e-4
B. subtilis Consensus,12,65,951,-0.053221423163784726,-0.08261824413329989,0.029396820969515167
B. subtilis Consensus,12,66,951,-0.07566866387257153,-0.07138971411149458,-0.004278949761076942
B. subtilis Consensus,12,67,951,-0.029361273900788576,-0.09768213066275307,0.06832085676196449
B. subtilis Consensus,12,68,951,-0.07286033043852132,-0.06700012293782844,-0.005860207500692882
B. subtilis Consensus,12,69,951,-0.028276557590919425,-0.09776038699179643,0.069483829400877
B. subtilis Consensus,12,70,951,0.025581079389215878,-0.1437653719440471,0.16934645133326298
B. subtilis Consensus,12,71,951,-0.0667731493519104,-0.0562957706606357,-0.010477378691274693
B. subtilis Consensus,12,72,951,-0.06053407722214552,-0.078601025545327885,0.018066948323182362
B. subtilis Consensus,12,73,951,-0.01067890177992139,-0.10997214437277039,0.099293242592849
B. subtilis Consensus,12,74,951,-0.05729154812448138,-0.09649782794835723,0.03920627982387585
B. subtilis Consensus,12,75,951,-0.07455356033826493,-0.06199258256397285,-0.012560977774292083
B. subtilis Consensus,12,76,951,-0.11514252102659982,-0.10344805094190576,-0.011694470084694056
B. subtilis Consensus,12,77,951,-0.07129952987981315,-0.07313380343106227,0.0018342735512491132
B. subtilis Consensus,12,78,951,-0.07125337908977775,-0.044144332809411026,-0.02710904628036672
B. subtilis Consensus,12,79,951,-0.013996617850754548,-0.10173439462591709,0.08773777677516253
B. subtilis Consensus,12,80,951,-0.06547531766615884,-0.080863975939191507,0.015388658273032665
B. subtilis Consensus,12,81,951,-0.10855646438658269,-0.08043471598899156,-0.02812174839759113
B. subtilis Consensus,12,82,951,-0.07637100765238292,-0.0826212213508473,0.006250213698464388
B. subtilis Consensus,12,83,951,-0.06486845494924624,-0.06931049136452662,0.004442036415280376
B. subtilis Consensus,12,84,951,-0.055363800235506466,-0.067759019398122,0.012395219162615531
B. subtilis Consensus,12,85,951,-0.06377946281837367,-0.07961958202381794,0.015840119205444272
B. subtilis Consensus,12,86,951,-0.028615325542340052,-0.10184644112834251,0.07323111558600245
B. subtilis Consensus,12,87,951,-0.0763869802502589,-0.04728050587686149,-0.029106474373397417
B. subtilis Consensus,12,88,951,-0.02520213935730157,-0.10053751057800178,0.07533537122070022
B. subtilis Consensus,12,89,951,-0.08874012608552005,-0.1045708178278706,0.01583069174235055
B. subtilis Consensus,12,90,951,-0.08492479452225314,-0.09879872763866775,0.013873933116414605
B. subtilis Consensus,12,91,951,-0.06824247167737223,-0.054851900384970016,-0.01339057129240221
B. subtilis Consensus,12,92,951,-0.018946944777839536,-0.09963057152916252,0.08068362675132298
B. subtilis Consensus,12,93,951,-0.07535003954765564,-0.07016038692838515,-0.005189652619270485
B. subtilis Consensus,12,94,951,-0.09126053573734615,-0.1077127285444014,0.01645219280705526
B. subtilis Consensus,12,95,951,-0.05530803712609695,-0.053910674083411436,-0.0013973630426855135
B. subtilis Consensus,12,96,951,-0.03326481365353508,-0.10274302123097577,0.06947820757744069
B. subtilis Consensus,12,97,951,-0.04452495952858838,-0.058329359059192405,0.013804399530604028
B. subtilis Consensus,12,98,951,-0.0838818738219215,-0.10055758883891436,0.01667571501699286
B. subtilis Consensus,12,99,951,-0.07455356033826493,-0.06199258256397285,-0.012560977774292083
B. subtilis Consensus,12,100,951,-0.0793126473052292,-0.08178822166672516,0.0024755743614959524
B. subtilis Consensus,13,1,951,-0.06709505767451815,-0.07694501249984981,0.009849954825331658
B. subtilis Consensus,13,2,951,-0.063881325819165,-0.05968148588370611,-0.004199839935458895
B. subtilis Consensus,13,3,951,-0.06582351992371441,-0.0770788330125531,0.01125531308883869
B. subtilis Consensus,13,4,951,-0.07085477639155807,-0.07670809923111926,0.0058533228395611925
B. subtilis Consensus,13,5,951,-0.11222025779702975,-0.09290729679250581,-0.01931296100452394
B. subtilis Consensus,13,6,951,-0.07085477639155807,-0.07670809923111926,0.0058533228395611925
B. subtilis Consensus,13,7,951,-0.08459938659852982,-0.0621307954730592,-0.022468591125470623
B. subtilis Consensus,13,8,951,-0.06624394470399313,-0.07047301246123722,0.00422906775724409
B. subtilis Consensus,13,9,951,-0.020206773926600908,-0.10155603309572601,0.08134925916912511
B. subtilis Consensus,13,10,951,-0.04932138345525755,-0.08207087821794871,0.032749494762691164
B. subtilis Consensus,13,11,951,-0.05237375347677261,-0.08378960053282726,0.03141584705605465
B. subtilis Consensus,13,12,951,-0.0639737692471272,-0.06860962823941835,0.004635858992291159
B. subtilis Consensus,13,13,951,-0.014466735444896463,-0.11223547416103861,0.09776873871614215
B. subtilis Consensus,13,14,951,-0.07432919266245931,-0.07914255618643073,0.004813363523971423
B. subtilis Consensus,13,15,951,-0.06986673061078726,-0.07336890206566742,0.0035021714548801597
B. subtilis Consensus,13,16,951,-0.06236429333840779,-0.05824497349484324,-0.004119319843564548
B. subtilis Consensus,13,17,951,-0.07527814993900604,-0.07612619608184465,8.480461428386071e-4
B. subtilis Consensus,13,18,951,-0.060902313976175196,-0.06131720247965325,4.1488850347805306e-4
B. subtilis Consensus,13,19,951,-0.08676125682635369,-0.05194754168194096,-0.03481371514441273
B. subtilis Consensus,13,20,951,-0.03793231143963828,-0.06367245125255151,0.025740139812913232
B. subtilis Consensus,13,21,951,-0.04932138345525755,-0.08207087821794871,0.032749494762691164
B. subtilis Consensus,13,22,951,-0.06582351992371441,-0.0770788330125531,0.01125531308883869
B. subtilis Consensus,13,23,951,0.005855546378194014,-0.12609184239529847,0.1319473887734925
B. subtilis Consensus,13,24,951,-0.08676125682635369,-0.05194754168194096,-0.03481371514441273
B. subtilis Consensus,13,25,951,-0.020206773926600908,-0.10155603309572601,0.08134925916912511
B. subtilis Consensus,13,26,951,-0.0712268991018602,-0.058127064107006535,-0.013099834994853662
B. subtilis Consensus,13,27,951,-0.05404473361294471,-0.07187514590473927,0.017830412291794558
B. subtilis Consensus,13,28,951,-0.06444174567877306,-0.05227430438603414,-0.012167441292738918
B. subtilis Consensus,13,29,951,-0.09596110158508961,-0.06901296969902164,-0.02694813188606797
B. subtilis Consensus,13,30,951,-0.05944866545700375,-0.06323466321920419,0.003785997762200441
B. subtilis Consensus,13,31,951,-0.06985064371256912,-0.0496070519391261,-0.020243591773443016
B. subtilis Consensus,13,32,951,-0.0960459836823206,-0.06339368904058675,-0.03265229464173386
B. subtilis Consensus,13,33,951,-0.063881325819165,-0.05968148588370611,-0.004199839935458895
B. subtilis Consensus,13,34,951,-0.06709505767451815,-0.07694501249984981,0.009849954825331658
B. subtilis Consensus,13,35,951,-0.0699032376691999,-0.06687782005990035,-0.003025417609299544
B. subtilis Consensus,13,36,951,-0.053469776555103404,-0.0664026979182777,0.012932921363174296
B. subtilis Consensus,13,37,951,-0.08000346957280483,-0.09051306195690245,0.010509592384097627
B. subtilis Consensus,13,38,951,-0.02306684695514088,-0.10299496001693345,0.07992811306179257
B. subtilis Consensus,13,39,951,-0.06973176287272292,-0.0789267094604205,0.00919494658769758
B. subtilis Consensus,13,40,951,-0.08676125682635369,-0.05194754168194096,-0.03481371514441273
B. subtilis Consensus,13,41,951,-0.021863602087904603,-0.09942547448573567,0.07756187239783108
B. subtilis Consensus,13,42,951,-0.07516036516056906,-0.07816068742801362,0.0030003222674445523
B. subtilis Consensus,13,43,951,-0.07291280933620226,-0.07797943949568496,0.005066630159482707
B. subtilis Consensus,13,44,951,-0.06986673061078726,-0.07336890206566742,0.0035021714548801597
B. subtilis Consensus,13,45,951,-0.08676125682635369,-0.05194754168194096,-0.03481371514441273
B. subtilis Consensus,13,46,951,-0.047255373533735816,-0.07570832021189695,0.028452946678161138
B. subtilis Consensus,13,47,951,-0.06582351992371441,-0.0770788330125531,0.01125531308883869
B. subtilis Consensus,13,48,951,-0.11280770666264116,-0.08010337660510589,-0.03270433005753527
B. subtilis Consensus,13,49,951,-0.08556224761054643,-0.0965205226394669,0.010958275028920467
B. subtilis Consensus,13,50,951,-0.06928990640494889,-0.0670881549028217,-0.002201751502127189
B. subtilis Consensus,13,51,951,-0.06986673061078726,-0.07336890206566742,0.0035021714548801597
B. subtilis Consensus,13,52,951,-0.0960459836823206,-0.06339368904058675,-0.03265229464173386
B. subtilis Consensus,13,53,951,-0.05335868923185821,-0.08072594736172684,0.027367258129868628
B. subtilis Consensus,13,54,951,-0.02463026181115167,-0.10438660509562614,0.07975634328447447
B. subtilis Consensus,13,55,951,-0.051909071061514975,-0.07952936405981777,0.027620292998302792
B. subtilis Consensus,13,56,951,-0.06985064371256912,-0.0496070519391261,-0.020243591773443016
B. subtilis Consensus,13,57,951,-0.07005431160995436,-0.07782261630579841,0.007768304695844053
B. subtilis Consensus,13,58,951,-0.07527814993900604,-0.07612619608184465,8.480461428386071e-4
B. subtilis Consensus,13,59,951,-0.08860738901669696,-0.1033266863254276,0.014719297308730644
B. subtilis Consensus,13,60,951,-0.07432919266245931,-0.07914255618643073,0.004813363523971423
B. subtilis Consensus,13,61,951,-0.07179572323283305,-0.06736493654098767,-0.004430786691845379
B. subtilis Consensus,13,62,951,-0.07278323432653827,-0.07515813080567606,0.0023748964791377863
B. subtilis Consensus,13,63,951,-0.07527814993900604,-0.07612619608184465,8.480461428386071e-4
B. subtilis Consensus,13,64,951,-0.08459938659852982,-0.0621307954730592,-0.022468591125470623
B. subtilis Consensus,13,65,951,-0.07085477639155807,-0.07670809923111926,0.0058533228395611925
B. subtilis Consensus,13,66,951,-0.05944866545700375,-0.06323466321920419,0.003785997762200441
B. subtilis Consensus,13,67,951,-0.03793231143963828,-0.06367245125255151,0.025740139812913232
B. subtilis Consensus,13,68,951,-0.02463026181115167,-0.10438660509562614,0.07975634328447447
B. subtilis Consensus,13,69,951,-0.07432919266245931,-0.07914255618643073,0.004813363523971423
B. subtilis Consensus,13,70,951,-0.07662341982680498,-0.07978727753418208,0.0031638577073770935
B. subtilis Consensus,13,71,951,-0.024970347050404816,-0.10412134027218725,0.07915099322178243
B. subtilis Consensus,13,72,951,-0.08340947582404996,-0.0918360323785095,0.008426556554459536
B. subtilis Consensus,13,73,951,-0.024970347050404816,-0.10412134027218725,0.07915099322178243
B. subtilis Consensus,13,74,951,-0.05076986629487792,-0.057661614391881826,0.006891748097003908
B. subtilis Consensus,13,75,951,-0.04932138345525755,-0.08207087821794871,0.032749494762691164
B. subtilis Consensus,13,76,951,-0.08459938659852982,-0.0621307954730592,-0.022468591125470623
B. subtilis Consensus,13,77,951,-0.06011246323426233,-0.0636915285387592,0.0035790653044968715
B. subtilis Consensus,13,78,951,-0.06549368533611412,-0.07329016056943753,0.007796475233323413
B. subtilis Consensus,13,79,951,0.005855546378194014,-0.12609184239529847,0.1319473887734925
B. subtilis Consensus,13,80,951,-0.06973176287272292,-0.0789267094604205,0.00919494658769758
B. subtilis Consensus,13,81,951,-0.07041066782199307,-0.0510479115486719,-0.019362756273321166
B. subtilis Consensus,13,82,951,-0.062173412971959295,-0.09047852903439782,0.028305116062438525
B. subtilis Consensus,13,83,951,-0.0792395449510951,-0.09201433462816971,0.012774789677074613
B. subtilis Consensus,13,84,951,-0.07432919266245931,-0.07914255618643073,0.004813363523971423
B. subtilis Consensus,13,85,951,-0.04980319280473575,-0.055356647062586924,0.00555345425785117
B. subtilis Consensus,13,86,951,-0.07527814993900604,-0.07612619608184465,8.480461428386071e-4
B. subtilis Consensus,13,87,951,-0.0960459836823206,-0.06339368904058675,-0.03265229464173386
B. subtilis Consensus,13,88,951,-0.02463725946371086,-0.10281206697117787,0.07817480750746701
B. subtilis Consensus,13,89,951,-0.08607239926656356,-0.04221903251956261,-0.043853366747000945
B. subtilis Consensus,13,90,951,-0.014466735444896463,-0.11223547416103861,0.09776873871614215
B. subtilis Consensus,13,91,951,0.014766926850297108,-0.130514890244029,0.1452818170943261
B. subtilis Consensus,13,92,951,-0.06895364364929892,-0.07078057755606976,0.0018269339067708418
B. subtilis Consensus,13,93,951,-0.11280770666264116,-0.08010337660510589,-0.03270433005753527
B. subtilis Consensus,13,94,951,-0.05263273685581322,-0.08086654395169506,0.028233807095881837
B. subtilis Consensus,13,95,951,0.014766926850297108,-0.130514890244029,0.1452818170943261
B. subtilis Consensus,13,96,951,-0.03962576070977042,-0.08039767853276504,0.04077191782299462
B. subtilis Consensus,13,97,951,-0.08556224761054643,-0.0965205226394669,0.010958275028920467
B. subtilis Consensus,13,98,951,-0.03793231143963828,-0.06367245125255151,0.025740139812913232
B. subtilis Consensus,13,99,951,-0.08556224761054643,-0.0965205226394669,0.010958275028920467
B. subtilis Consensus,13,100,951,-0.0699032376691999,-0.06687782005990035,-0.003025417609299544
B. subtilis Consensus,14,1,951,-0.06293305039010548,-0.06548659466149653,0.0025535442713910533
B. subtilis Consensus,14,2,951,-0.018675300147835264,-0.10683335990289192,0.08815805975505665
B. subtilis Consensus,14,3,951,-0.0730414828152078,-0.0757077905537299,0.0026663077385221112
B. subtilis Consensus,14,4,951,-0.06296419922720935,-0.059093991580979124,-0.0038702076462302226
B. subtilis Consensus,14,5,951,-0.06980804940793166,-0.07293527809711621,0.0031272286891845524
B. subtilis Consensus,14,6,951,-0.06293305039010548,-0.06548659466149653,0.0025535442713910533
B. subtilis Consensus,14,7,951,-0.07304107153628082,-0.07195566241452955,-0.0010854091217512712
B. subtilis Consensus,14,8,951,-0.06980804940793166,-0.07293527809711621,0.0031272286891845524
B. subtilis Consensus,14,9,951,-0.06296419922720935,-0.059093991580979124,-0.0038702076462302226
B. subtilis Consensus,14,10,951,-0.06980804940793166,-0.07293527809711621,0.0031272286891845524
B. subtilis Consensus,14,11,951,-0.06296419922720935,-0.059093991580979124,-0.0038702076462302226
