assay,cutoff,gene_filter,fc_mode,dataset,group,m_pairs,frac_raw,frac_bonf
proteomics,rel20_abs0.1,high,filtered,Goelzer_2015,oriC,10,0.4,0.2
proteomics,rel20_abs0.1,high,filtered,Goelzer_2015,ter,10,0.4,0.4
proteomics,rel20_abs0.1,high,filtered,li_2014_all,oriC,3,1,1
proteomics,rel20_abs0.1,high,filtered,li_2014_all,ter,3,0.6666666666666666,0.6666666666666666
proteomics,rel20_abs0.1,high,filtered,peebo_2015,oriC,184,1,0.9347826086956522
proteomics,rel20_abs0.1,high,filtered,peebo_2015,ter,184,0.3641304347826087,0.010869565217391304
proteomics,rel20_abs0.1,high,filtered,schmidt_2016,oriC,136,0.9117647058823529,0.75
proteomics,rel20_abs0.1,high,filtered,schmidt_2016,ter,136,0.5441176470588235,0.125
proteomics,rel20_abs0.1,high,filtered,valgepea_2013_prot,oriC,6,1,1
proteomics,rel20_abs0.1,high,filtered,valgepea_2013_prot,ter,6,0,0
proteomics,rel20_abs0.1,high,filtered,zhu_B_subtilis,oriC,41,0.8536585365853658,0.7560975609756098
proteomics,rel20_abs0.1,high,filtered,zhu_B_subtilis,ter,41,0.6341463414634146,0.4146341463414634
proteomics,rel20_abs0.1,high,filtered,zhu_E_coli,oriC,46,0.8913043478260869,0.6304347826086957
proteomics,rel20_abs0.1,high,filtered,zhu_E_coli,ter,46,0.10869565217391304,0
proteomics,rel20_abs0.1,high,filtered,zhu_V_natriegens,oriC,50,0.42,0.16
proteomics,rel20_abs0.1,high,filtered,zhu_V_natriegens,ter,50,0.16,0.04
