assay,dataset,n_genes,term,estimate,se,p,p_wald_diff,R2_Pearson_Full,vif,pearson_r,pearson_p
Consensus,E. coli Consensus,1643,scale_slope,-0.19896663453536628,0.02704227893354314,1.872273037905982e-13,6.073187376599739e-6,0.025793683164378047,1.0021412515382386,-0.04622419687415233,0.06103746334648409
Consensus,E. coli Consensus,1643,scale_mean,-0.030565547995993803,0.026898483810248817,0.2558185748615521,6.073187376599739e-6,0.025793683164378047,1.0021412515382386,-0.04622419687415233,0.06103746334648409
Consensus,B. subtilis Consensus,899,scale_slope,-0.052194256717472604,0.03946000240864206,0.1859308508920859,0.4647615749893215,2.603749629514216e-4,1.1983558012735167,0.40684554242058096,3.6971529415017645e-37
Consensus,B. subtilis Consensus,899,scale_mean,-0.0038202739407469798,0.039443707783426186,0.9228424792570904,0.4647615749893215,2.603749629514216e-4,1.1983558012735167,0.40684554242058096,3.6971529415017645e-37
Consensus,V. natriegens,1387,scale_slope,0.008877415294770638,0.028834969496201103,0.7581814327869596,3.275839819479599e-5,0.019369690819765268,1.0180179951289845,-0.13303793804127745,6.616020096079129e-7
Consensus,V. natriegens,1387,scale_mean,-0.14905184598940568,0.028906125743225434,2.517289177264993e-7,3.275839819479599e-5,0.019369690819765268,1.0180179951289845,-0.13303793804127745,6.616020096079129e-7
