assay,dataset,cutoff,gene_filter,fc_mode,n_total,group,p,n_genes,med_log2fc
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,8.945612972936735e-7,50,0.40004480400688347
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.5046807299237247
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.9613394097246777e-7,50,0.509420339826641
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.6064881706086335
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.2894180747919092e-7,50,0.6262217983498846
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.5554271451859144
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.0380343908492547e-8,50,0.6457908877862057
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.37443669586209827
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.9294792751825317e-8,50,0.7395984065954626
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.8060257514314089
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,4.132317482570693e-6,50,0.4706211013845577
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.6185781706388801
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,7.790492207218423e-10,50,0.6295842125179335
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.5709314482450467
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.5870454662995383e-6,50,0.6736088917166332
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.2807126652684958,5,0.9783108675912147
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,3.2695168251150032e-9,50,0.7938143708656349
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,1.01363209204654
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,6.450677967084307e-8,50,0.8591926318251581
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.7544407970104355
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,6.450677967084307e-8,50,0.6848492655763165
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,1.0177005491487636
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.5837104837081502e-9,50,0.8578183625341914
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.8198939255049341
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.740709486229511e-9,50,0.8730207256360036
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.9623254775761358
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.263959699542064e-9,50,1.1686051342634816
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,0.7646881833924463
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.1205424462339816e-9,50,1.557832284701558
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,1.479430905127125
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.6932903564346675e-8,50,0.5067191950951375
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.25975960668811277
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,6.112131492026975e-8,50,0.6077711103239846
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.5830412180642046
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.678877805157658e-5,50,0.39330941374372386
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.4008075357974459
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,7.790492207218423e-10,50,0.5427422072814306
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.461885550999967
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.1727749086362419e-5,50,0.5983474745030812
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.589638551626567,5,0.7626445165982971
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,5.212767867144479e-9,50,0.6382305826072234
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.6643756574170671
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.6761585881932578e-7,50,0.7769625338208823
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.6914251622692776
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.1739765076051184e-7,50,0.5553250716888871
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.7947160157815593
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,3.675924442948461e-9,50,0.790817463597256
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.6607931416392804
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,3.083066304671801e-9,50,0.7526100773974216
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.7393409442089316
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.263959699542064e-9,50,1.0830109876178806
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,0.7016725486512886
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.1205424462339816e-9,50,1.448337690737096
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,1.2897988386023531
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,4.747343877055118e-6,50,0.282291050577111
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.1775298524121535,5,0.26954288736121423
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,8.797193978636166e-10,50,0.5554751304450867
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.8762883036003072
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,6.450677967084307e-8,50,0.6578230506325499
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,0.842094158881094
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.5907775165333548e-7,50,0.43422334360467196
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.79796543598369
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.263959699542064e-9,50,0.6861226400652134
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.8978370203128706
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.054912818376731e-9,50,0.6574655702038597
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.8059865315604594
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.0387892236431962e-9,50,0.968285197121185
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,0.9753979105408612
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,9.347048585220671e-10,50,1.32388922442034
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.10564542920187692,5,1.3860890651381934
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,7.183114404051893e-8,50,0.478634551768934
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.5453129194499348
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,8.278931735531695e-10,50,0.6831903143767561
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.6213505056278549
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,4.131347206769305e-9,50,0.7615471796473291
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.7217574194508559
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,2.4354835750163553e-9,50,0.5331190852628183
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.6776286965534518
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.054912818376731e-9,50,0.7739119388296795
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.7997358290868807
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,1.054912818376731e-9,50,0.7569840689201628
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,ter,0.059058229090536735,5,0.7998992925339447
proteomics,schmidt_2016,rel50_abs0.25,all,unfiltered,58,oriC,7.790492207218423e-10,50,1.0839798469561082
